accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
KR137670.1	A/chicken/TC/a504/2015	H5N2	2015-01-23	Gallus gallus	9031	avian	Galliformes	Taiwan: Taichung	Asia		1695
KU201760.1	A/mallard/Nevada/AH0006855/2015	H5N8	2015-01-23	Anas platyrhynchos	8839	avian	Anseriformes	USA: Churchill County, Nevada	North America		1704
MF112550.1	A/chicken/Nigeria/16VIR5840-9/2015	H5N1	2015-01-24	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KY171231.1	A/muscovy duck/Vietnam/NCVD-15A11/2015	H5N1	2015-01-24	Cairina moschata	8855	avian	Anseriformes	Viet Nam	Asia		1704
KY171239.1	A/muscovy duck/Vietnam/NCVD-15A12/2015	H5N1	2015-01-24	Cairina moschata	8855	avian	Anseriformes	Viet Nam	Asia		1704
KR137678.1	A/chicken/CH/a556/2015	H5N2	2015-01-26	Gallus gallus	9031	avian	Galliformes	Taiwan: Changhua	Asia		1695
KU715927.1	A/chicken/Egypt/A10537B/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1742
KU715896.1	A/chicken/Egypt/A10540A/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715936.1	A/chicken/Egypt/A10540C/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1749
KU715873.1	A/chicken/Egypt/A10540D/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1749
KU715878.1	A/chicken/Egypt/A10540E/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715953.1	A/chicken/Egypt/A10542A/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715922.1	A/chicken/Egypt/A10542C/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715949.1	A/chicken/Egypt/A10542E/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715881.1	A/chicken/Egypt/A10543A/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1751
KU715899.1	A/chicken/Egypt/A10543B/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715945.1	A/chicken/Egypt/A10544C/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715893.1	A/chicken/Egypt/A10544D/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1708
KU715933.1	A/chicken/Egypt/A10544E/2015	H5N1	2015-01-26	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KR150909.1	A/pheasant/Washington/3147-2/2015	H5N2	2015-01-26	Phasianinae	9072	avian	Galliformes	USA: Okanogan County, Washington	North America		1704
KU715895.1	A/chicken/Egypt/D10547C/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1742
KU715969.1	A/chicken/Egypt/D10547E/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1708
KU715954.1	A/chicken/Egypt/D10548B/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1754
KU715939.1	A/chicken/Egypt/D10548D/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1727
KU715921.1	A/chicken/Egypt/D10551C/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1726
KU715926.1	A/chicken/Egypt/D10551D/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1749
KU715965.1	A/chicken/Egypt/D10552B/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1714
KU715968.1	A/chicken/Egypt/D10565A/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1719
KU715910.1	A/chicken/Egypt/D10566A/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1714
KU715937.1	A/chicken/Egypt/D10566C/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1706
KU715924.1	A/chicken/Egypt/D10566D/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1721
KU715897.1	A/chicken/Egypt/D10566E/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1742
MF112553.1	A/chicken/Nigeria/16VIR5840-12/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112554.1	A/chicken/Nigeria/16VIR5840-13/2015	H5N1	2015-01-27	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112555.1	A/chicken/Nigeria/16VIR5840-14/2015	H5N1	2015-01-28	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112556.1	A/chicken/Nigeria/16VIR5840-15/2015	H5N1	2015-01-29	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112557.1	A/chicken/Nigeria/16VIR5840-16/2015	H5N1	2015-01-29	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KR137694.1	A/chicken/SC/a688/2015	H5N2	2015-01-29	Gallus gallus	9031	avian	Galliformes	Taiwan: Hsinchu	Asia		1695
KR137686.1	A/chicken/TY/a665/2015	H5N2	2015-01-29	Gallus gallus	9031	avian	Galliformes	Taiwan: Taoyuan	Asia		1695
KR233990.1	A/chicken/Washington/3490-18/2015	H5N2	2015-01-29	Gallus gallus	9031	avian	Galliformes	USA: Okanogan County, Washington	North America		1704
KU715900.1	A/chicken/Egypt/Q10574B/2015	H5N1	2015-01-31	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1742
MF112559.1	A/chicken/Nigeria/16VIR5840-18/2015	H5N1	2015-01-31	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MW334470.1	A/goose/Chiayi/15020022/2015	H5N8	2015-01-31	Anatidae	8830	avian	Anseriformes	Taiwan: Chiayi	Asia		1776
MF112560.1	A/chicken/Nigeria/16VIR5840-19/2015	H5N1	2015-02-02	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MW333694.1	A/chicken/Yunlin/15020048-1/2015	H5N2	2015-02-02	Gallus gallus	9031	avian	Galliformes	Taiwan: Yunlin	Asia		1776
MF112561.1	A/chicken/Nigeria/16VIR5840-20/2015	H5N1	2015-02-04	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112562.1	A/chicken/Nigeria/16VIR5840-21/2015	H5N1	2015-02-05	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KT245143.1	A/Yunnan/0127/2015	H5N6	2015-02-06	Homo sapiens	9606	human	Primates	China	Asia		1701
KP892991.1	A/chicken/BC/FAV2/2015	H5N1	2015-02-06	Gallus gallus	9031	avian	Galliformes	Canada	North America		1704
KU201792.1	A/chicken/California/15-004912/2015	H5N8	2015-02-06	Gallus gallus	9031	avian	Galliformes	USA: Kings County, California	North America		1744
MF112563.1	A/chicken/Nigeria/16VIR5840-22/2015	H5N1	2015-02-06	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MW334078.1	A/duck/Changhua/15A03431-1-20T/2015	H5N2	2015-02-06	Anatidae	8830	avian	Anseriformes	Taiwan: Changhua	Asia		1776
MF112564.1	A/chicken/Nigeria/16VIR5840-23/2015	H5N1	2015-02-08	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112565.1	A/chicken/Nigeria/16VIR5840-24/2015	H5N1	2015-02-08	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MW334086.1	A/duck/Changhua/15A03473-1-20T/2015	H5N2	2015-02-08	Anatidae	8830	avian	Anseriformes	Taiwan: Changhua	Asia		1776
KU646917.1	A/duck/Taiwan/A3400/2015	H5N8	2015-02-08	Anatidae	8830	avian	Anseriformes	Taiwan	Asia		1779
MH285306.1	A/duck/Cambodia/Z3W7M1/2015	H5N1	2015-02-09	Anatidae	8830	avian	Anseriformes	Cambodia	Asia		1704
MW334118.1	A/duck/Nantou/15A3437/2015	H5N2	2015-02-09	Anatidae	8830	avian	Anseriformes	Taiwan: Nantou	Asia		1776
MW334350.1	A/duck/Yunlin/15A03403-1-20T/2015	H5N2	2015-02-09	Anatidae	8830	avian	Anseriformes	Taiwan: Yunlin	Asia		1776
MF112566.1	A/chicken/Nigeria/16VIR5840-25/2015	H5N1	2015-02-10	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MW333030.1	A/duck/Nantou/15A03445-11-20T/2015	H5N8	2015-02-10	Anatidae	8830	avian	Anseriformes	Taiwan: Nantou	Asia		1776
MF112567.1	A/chicken/Nigeria/16VIR5840-26/2015	H5N1	2015-02-11	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112568.1	A/chicken/Nigeria/16VIR5840-27/2015	H5N1	2015-02-11	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KR233998.1	A/chicken/Oregon/A01819044/2015	H5N2	2015-02-11	Gallus gallus	9031	avian	Galliformes	USA: Deschutes County, Oregon	North America		1744
MG964728.1	A/chicken/Oregon/15-005256-1/2015	H5N2	2015-02-12	Gallus gallus	9031	avian	Galliformes	USA: Deschutes County, Oregon	North America		1744
MF112569.1	A/chicken/Nigeria/16VIR5840-28/2015	H5N1	2015-02-13	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112570.1	A/chicken/Nigeria/16VIR5840-29/2015	H5N1	2015-02-13	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KY951989.1	A/chicken/Sharkia/4/2015	H5N1	2015-02-15	Gallus gallus	9031	avian	Galliformes	Egypt: Shrkia	Africa		1701
KU715915.1	A/chicken/Egypt/Q10646A/2015	H5N1	2015-02-16	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1709
MF112571.1	A/chicken/Nigeria/16VIR5840-30/2015	H5N1	2015-02-16	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112572.1	A/chicken/Nigeria/16VIR5840-31/2015	H5N1	2015-02-16	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KT963046.1	A/environment/Yunnan/YN19/2015	H5N6	2015-02-16					China	Asia		1701
KT963053.1	A/environment/Yunnan/YN22/2015	H5N6	2015-02-16					China	Asia		1701
KT963061.1	A/environment/Yunnan/YN25/2015	H5N6	2015-02-16					China	Asia		1701
MF112573.1	A/chicken/Nigeria/16VIR5840-32/2015	H5N1	2015-02-17	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KT245137.1	A/chicken/Yunnan/19/2015	H5N6	2015-02-17	Gallus gallus	9031	avian	Galliformes	China	Asia		1701
KT245141.1	A/chicken/Yunnan/25A/2015	H5N6	2015-02-17	Gallus gallus	9031	avian	Galliformes	China	Asia		1701
MW334102.1	A/duck/Hsinchu/15020216/2015	H5N2	2015-02-17	Anatidae	8830	avian	Anseriformes	Taiwan: Hsinchu	Asia		1776
MW333558.1	A/chicken/Tainan/15020214/2015	H5N8	2015-02-18	Gallus gallus	9031	avian	Galliformes	Taiwan: Tainan	Asia		1776
KT454955.1	A/Syrrhaptes paradoxus/Guangdong/ZH283/2015	H5N6	2015-02-20	Syrrhaptes paradoxus	302527	avian	Pterocliformes	China	Asia		1704
KU715871.1	A/chicken/Egypt/S10937B/2015	H5N1	2015-02-20	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1748
KU715918.1	A/chicken/Egypt/D10658E/2015	H5N1	2015-02-21	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1721
MF112576.1	A/chicken/Nigeria/16VIR5840-35/2015	H5N1	2015-02-22	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112577.1	A/chicken/Nigeria/16VIR5840-36/2015	H5N1	2015-02-23	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112578.1	A/chicken/Nigeria/16VIR5840-37/2015	H5N1	2015-02-23	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KT370063.1	A/environment/Guangdong/HY243/2015	H5N6	2015-02-23					China	Asia		1704
KY635670.1	A/duck/Bangladesh/24482/2015	H5N1	2015-02-25	Anas sp.	42806	avian	Anseriformes	Bangladesh	Asia		1715
KY635477.1	A/duck/Bangladesh/24483/2015	H5N1	2015-02-25	Anas sp.	42806	avian	Anseriformes	Bangladesh	Asia		1733
MF112580.1	A/chicken/Nigeria/16VIR5840-39/2015	H5N1	2015-02-27	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112581.1	A/chicken/Nigeria/16VIR5840-40/2015	H5N1	2015-02-27	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KT245139.1	A/chicken/Yunnan/22/2015	H5N6	2015-02-27	Gallus gallus	9031	avian	Galliformes	China	Asia		1701
KX297886.1	A/environment/Korea/W492/2015	H5N8	2015-02-27					South Korea	Asia		1704
KY341930.1	A/environment/Minnesota/E1/2015	H5N2	2015-02-27					USA	North America		1704
KY341938.1	A/environment/Minnesota/E2/2015	H5N2	2015-02-27					USA	North America		1704
KR234006.1	A/turkey/Minnesota/7172-1/2015	H5N2	2015-02-27	Meleagris gallopavo	9103	avian	Galliformes	USA: Pope County, Minnesota	North America		1744
KY776496.1	A/chicken/Jiangsu/YB7/2015	H5N1	2015-02-28	Gallus gallus	9031	avian	Galliformes	China	Asia		1704
KT867360.1	A/duck/India/03CA01/2015	H5N1	2015-03	Anatidae	8830	avian	Anseriformes	India	Asia		1735
KU201608.1	A/snow goose/Missouri/15-011246-1/2015	H5N2	2015-03	Anser caerulescens	8849	avian	Anseriformes	USA: St. Charles County, Missouri	North America		1744
KY341946.1	A/turkey/Minnesota/E3/2015	H5N2	2015-03-04	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
KY341954.1	A/turkey/Minnesota/E4/2015	H5N2	2015-03-04	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
KR234014.1	A/turkey/Missouri/7458-1/2015	H5N2	2015-03-06	Meleagris gallopavo	9103	avian	Galliformes	USA: Jasper County, Missouri	North America		1744
KY341962.1	A/environment/Minnesota/E5/2015	H5N2	2015-03-07					USA	North America		1704
KY341970.1	A/turkey/Minnesota/E6/2015	H5N2	2015-03-07	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
MG965768.1	A/turkey/Missouri/15-007513-1/2015	H5N2	2015-03-07	Meleagris gallopavo	9103	avian	Galliformes	USA: Moniteau County, Missouri	North America		1744
KR234022.1	A/turkey/Arkansas/7791-1/2015	H5N2	2015-03-08	Meleagris gallopavo	9103	avian	Galliformes	USA: Madison County, Arkansas	North America		1744
MF112582.1	A/chicken/Nigeria/16VIR5840-41/2015	H5N1	2015-03-09	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KU971492.1	A/domestic bird/Burkina Faso/15VIR1774-22/2015	H5N1	2015-03-10	Aves	8782	avian		Burkina Faso	Africa		1704
KU971508.1	A/domestic bird/Burkina Faso/15VIR1774-24/2015	H5N1	2015-03-10	Aves	8782	avian		Burkina Faso	Africa		1704
KU971516.1	A/domestic bird/Burkina Faso/15VIR1774-25/2015	H5N1	2015-03-10	Aves	8782	avian		Burkina Faso	Africa		1704
MG964816.1	A/ring-necked duck/Kentucky/15-012967-1/2015	H5N2	2015-03-10	Aythya collaris	189535	avian	Anseriformes	USA: McCracken County, Kentucky	North America		1744
MG964824.1	A/snow goose/Kentucky/15-012967-2/2015	H5N2	2015-03-10	Anser caerulescens	8849	avian	Anseriformes	USA: McCracken County, Kentucky	North America		1744
KY951986.1	A/chicken/Behera/1/2015	H5N1	2015-03-11	Gallus gallus	9031	avian	Galliformes	Egypt: Behera	Africa		1701
MG964760.1	A/falcon/Missouri/15-009166-2/2015	H5N2	2015-03-11	Falco	8952	avian	Falconiformes	USA: St. Louis County, Missouri	North America		1744
KU971484.1	A/chicken/Burkina Faso/15VIR1774-2/2015	H5N1	2015-03-12	Gallus gallus	9031	avian	Galliformes	Burkina Faso	Africa		1704
KU971540.1	A/chicken/Burkina Faso/15VIR1774-37/2015	H5N1	2015-03-12	Gallus gallus	9031	avian	Galliformes	Burkina Faso	Africa		1704
KU971548.1	A/chicken/Burkina Faso/15VIR1774-38/2015	H5N1	2015-03-12	Gallus gallus	9031	avian	Galliformes	Burkina Faso	Africa		1704
KU971554.1	A/chicken/Burkina Faso/15VIR1774-4/2015	H5N1	2015-03-12	Gallus gallus	9031	avian	Galliformes	Burkina Faso	Africa		1704
KR234030.1	A/chicken/Kansas/8395-3/2015	H5N2	2015-03-12	Gallus gallus	9031	avian	Galliformes	USA: Leavenworth County, Kansas	North America		1744
KU201943.2	A/Canada goose/Kansas/197850/2015	H5N2	2015-03-13	Branta canadensis	8853	avian	Anseriformes	USA: Lyon County, Kansas	North America		1744
MF112583.1	A/chicken/Nigeria/16VIR5840-42/2015	H5N1	2015-03-13	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MG964360.1	A/Canada goose/Wyoming/15-009285-1/2015	H5N2	2015-03-16	Branta canadensis	8853	avian	Anseriformes	USA: Laramie County, Wyoming	North America		1744
MF112584.1	A/chicken/Nigeria/16VIR5840-43/2015	H5N1	2015-03-18	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112585.1	A/chicken/Nigeria/16VIR5840-44/2015	H5N1	2015-03-21	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KY635800.1	A/chicken/Bangladesh/24944/2015	H5N1	2015-03-22	Gallus gallus	9031	avian	Galliformes	Bangladesh	Asia		1731
KT792920.1	A/chicken/Qatanna/468/2015	H5N1	2015-03-22	Gallus gallus	9031	avian	Galliformes	Israel	Asia		1752
KY635573.1	A/duck/Bangladesh/24915/2015	H5N1	2015-03-22	Anas sp.	42806	avian	Anseriformes	Bangladesh	Asia		1731
KY635801.1	A/duck/Bangladesh/24958/2015	H5N1	2015-03-22	Anas sp.	42806	avian	Anseriformes	Bangladesh	Asia		1734
KU971524.1	A/chicken/Burkina Faso/15VIR1774-33/2015	H5N1	2015-03-23	Gallus gallus	9031	avian	Galliformes	Burkina Faso	Africa		1704
KU971532.1	A/chicken/Burkina Faso/15VIR1774-36/2015	H5N1	2015-03-23	Gallus gallus	9031	avian	Galliformes	Burkina Faso	Africa		1704
MF112587.1	A/chicken/Nigeria/16VIR5840-46/2015	H5N1	2015-03-23	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112588.1	A/chicken/Nigeria/16VIR5840-47/2015	H5N1	2015-03-23	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112591.1	A/chicken/Nigeria/16VIR5840-50/2015	H5N1	2015-03-24	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KY341978.1	A/environment/Minnesota/E7/2015	H5N2	2015-03-24					USA	North America		1704
KY341986.1	A/environment/Minnesota/E8/2015	H5N2	2015-03-24					USA	North America		1704
MF112589.1	A/chicken/Nigeria/16VIR5840-48/2015	H5N1	2015-03-25	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112590.1	A/chicken/Nigeria/16VIR5840-49/2015	H5N1	2015-03-25	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KR234038.1	A/turkey/Minnesota/9845-4/2015	H5N2	2015-03-25	Meleagris gallopavo	9103	avian	Galliformes	USA: Lac Qui Parle County, Minnesota	North America		1744
KY342002.1	A/environment/Minnesota/E10/2015	H5N2	2015-03-26					USA	North America		1704
KY341994.1	A/environment/Minnesota/E9/2015	H5N2	2015-03-26					USA	North America		1704
KR233982.1	A/turkey/Minnesota/9892-2/2015	H5N2	2015-03-26	Meleagris gallopavo	9103	avian	Galliformes	USA: Stearns County, Minnesota	North America		1744
KY342010.1	A/turkey/Minnesota/E11/2015	H5N2	2015-03-28	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
KY342018.1	A/turkey/Minnesota/E12/2015	H5N2	2015-03-28	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
KY342026.1	A/turkey/Minnesota/E13/2015	H5N2	2015-03-28	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
KY342034.1	A/turkey/Minnesota/E14/2015	H5N2	2015-03-28	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
MW334886.1	A/turkey/Yunlin/15030069-1/2015	H5N2	2015-03-29	Meleagris gallopavo	9103	avian	Galliformes	Taiwan: Yunlin	Asia		1776
MF112594.1	A/chicken/Nigeria/16VIR5840-53/2015	H5N1	2015-03-30	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MF112595.1	A/chicken/Nigeria/16VIR5840-54/2015	H5N1	2015-03-30	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
MG965056.1	A/turkey/Minnesota/15-010560-1/2015	H5N2	2015-03-30	Meleagris gallopavo	9103	avian	Galliformes	USA: Stearns County, Minnesota	North America		1744
KT762932.1	A/turkey/South Dakota/15-010371/2015	H5N2	2015-03-30	Meleagris gallopavo	9103	avian	Galliformes	USA: Beadle County, South Dakota	North America		1744
MW333702.1	A/chicken/Yunlin/15040002-2/2015	H5N2	2015-03-31	Gallus gallus	9031	avian	Galliformes	Taiwan: Yunlin	Asia		1776
MG965048.1	A/turkey/Minnesota/15-010375-2/2015	H5N2	2015-03-31	Meleagris gallopavo	9103	avian	Galliformes	USA: Nobles County, Minnesota	North America		1744
KT583653.1	A/chicken/Bhutan/04TI01/2015	H5N1	2015-04	Gallus gallus	9031	avian	Galliformes	Bhutan	Asia		1732
KT285357.1	A/chicken/India/04CA01/2015	H5N1	2015-04	Gallus gallus	9031	avian	Galliformes	India	Asia		1739
KT867368.1	A/chicken/India/04CA17/2015	H5N1	2015-04	Gallus gallus	9031	avian	Galliformes	India	Asia		1733
KU971611.1	A/chicken/Nigeria/VRD777/2015	H5N1	2015-04	Gallus gallus	9031	avian	Galliformes	Nigeria	Africa		1704
KT762884.1	A/chicken/Montana/15-010559-1/2015	H5N2	2015-04-01	Gallus gallus	9031	avian	Galliformes	USA: Judith Basin County, Montana	North America		1744
MW334446.1	A/goose/Changhua/15040008/2015	H5N2	2015-04-01	Anatidae	8830	avian	Anseriformes	Taiwan: Changhua	Asia		1776
KU971301.1	A/chicken/Niger/15VIR2060-1/2015	H5N1	2015-04-02	Gallus gallus	9031	avian	Galliformes	Niger	Africa		1704
KU971309.1	A/chicken/Niger/15VIR2060-12/2015	H5N1	2015-04-02	Gallus gallus	9031	avian	Galliformes	Niger	Africa		1704
KU971341.1	A/chicken/Niger/15VIR2060-7/2015	H5N1	2015-04-02	Gallus gallus	9031	avian	Galliformes	Niger	Africa		1704
KY171254.1	A/chicken/Vietnam/NCVD-15A22/2015	H5N6	2015-04-02	Gallus gallus	9031	avian	Galliformes	Viet Nam	Asia		1704
MN171442.1	A/duck/Jiangsu/S1665/2015	H5N3	2015-04-02	Anatidae	8830	avian	Anseriformes	China: Jiangsu	Asia		1695
MG965064.1	A/turkey/Minnesota/15-010777-1/2015	H5N2	2015-04-02	Meleagris gallopavo	9103	avian	Galliformes	USA: Stearns County, Minnesota	North America		1744
KU715919.1	A/chicken/Egypt/S10738B/2015	H5N1	2015-04-03	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1750
KU715884.1	A/chicken/Egypt/S10739C/2015	H5N1	2015-04-03	Gallus gallus	9031	avian	Galliformes	Egypt	Africa		1750
KY342042.1	A/environment/Minnesota/E15/2015	H5N2	2015-04-03					USA	North America		1704
KY342050.1	A/environment/Minnesota/E16/2015	H5N2	2015-04-03					USA	North America		1704
MG965072.1	A/turkey/Minnesota/15-010856-1/2015	H5N2	2015-04-03	Meleagris gallopavo	9103	avian	Galliformes	USA: Kandiyohi County, Minnesota	North America		1744
KY342058.1	A/turkey/Minnesota/E17/2015	H5N2	2015-04-03	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
KY342066.1	A/turkey/Minnesota/E18/2015	H5N2	2015-04-03	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1704
MG965080.1	A/turkey/Minnesota/15-010915-1/2015	H5N2	2015-04-05	Meleagris gallopavo	9103	avian	Galliformes	USA: Kandiyohi County, Minnesota	North America		1744
KX960160.1	A/wild bird/Jiangsu/H102/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960158.1	A/wild bird/Jiangsu/H167/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960156.1	A/wild bird/Jiangsu/H184/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960154.1	A/wild bird/Jiangsu/H220/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960152.1	A/wild bird/Jiangsu/H226/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960150.1	A/wild bird/Jiangsu/H410/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960148.1	A/wild bird/Jiangsu/H416/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960146.1	A/wild bird/Jiangsu/H436/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960144.1	A/wild bird/Jiangsu/H438/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960142.1	A/wild bird/Jiangsu/H443/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KX960162.1	A/wild bird/Jiangsu/H59/2015	H5N1	2015-04-05	Aves	8782	avian		China	Asia		1704
KU357036.1	A/duck/Egypt/2/2015	H5N1	2015-04-06	Anatidae	8830	avian	Anseriformes	Egypt	Africa		1716
KU357037.1	A/duck/Egypt/3/2015	H5N1	2015-04-06	Anatidae	8830	avian	Anseriformes	Egypt	Africa		1716
KU357038.1	A/duck/Egypt/4/2015	H5N1	2015-04-06	Anatidae	8830	avian	Anseriformes	Egypt	Africa		1719
KU357039.1	A/duck/Egypt/5/2015	H5N1	2015-04-06	Anatidae	8830	avian	Anseriformes	Egypt	Africa		1716
MG965088.1	A/turkey/Minnesota/15-011079-1/2015	H5N2	2015-04-06	Meleagris gallopavo	9103	avian	Galliformes	USA: Stearns County, Minnesota	North America		1744
MG965776.1	A/turkey/South Dakota/15-011089-3/2015	H5N2	2015-04-06	Meleagris gallopavo	9103	avian	Galliformes	USA: Kingsbury County, South Dakota	North America		1744
KT762948.1	A/chicken/Wisconsin/15-011595-1/2015	H5N2	2015-04-08	Gallus gallus	9031	avian	Galliformes	USA: Jefferson County, Wisconsin	North America		1704
MG965792.1	A/turkey/South Dakota/15-011417-1/2015	H5N2	2015-04-08	Meleagris gallopavo	9103	avian	Galliformes	USA: McCook County, South Dakota	North America		1704
MG965112.1	A/turkey/Minnesota/15-011591-1/2015	H5N2	2015-04-09	Meleagris gallopavo	9103	avian	Galliformes	USA: Meeker County, Minnesota	North America		1744
MG965784.1	A/turkey/South Dakota/15-011415-1/2015	H5N2	2015-04-09	Meleagris gallopavo	9103	avian	Galliformes	USA: McPherson County, South Dakota	North America		1704
KX638407.1	A/peregrine falcon/HK/4955/2015	H5N6	2015-04-10	Falco peregrinus	8954	avian	Falconiformes	Hong Kong	Asia		1728
MG965128.1	A/turkey/Minnesota/15-011596-1/2015	H5N2	2015-04-10	Meleagris gallopavo	9103	avian	Galliformes	USA: LeSueur County, Minnesota	North America		1744
