accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
CY012776.1	A/New York/779/1993	H3N2	1993-02-01	Homo sapiens	9606	human	Primates	USA: Broome county, NY	North America	Unknown 1 RhMK 2 passage(s)	1722
CY012120.1	A/New York/756/1993	H3N2	1993-02-02	Homo sapiens	9606	human	Primates	USA: Albany county, NY	North America	RhMK 2 passage(s)	1725
CY013709.1	A/New York/790/1993	H3N2	1993-02-04	Homo sapiens	9606	human	Primates	USA: Broome county, NY	North America	Unknown 1 RhMK 2 passage(s)	1721
CY014151.1	A/New York/796/1993	H3N2	1993-02-18	Homo sapiens	9606	human	Primates	USA: Albany county, NY	North America	RhMK 1 passage(s)	1721
CY013653.1	A/New York/774/1993	H3N2	1993-02-25	Homo sapiens	9606	human	Primates	USA: Monroe county, NY	North America	RhMK 2 passage(s)	1721
CY114061.1	A/Netherlands/165/1993	H3N2	1993-03-05	Homo sapiens	9606	human	Primates	Netherlands	Europe	tMK2 MDCK1 passage(s)	1731
CY013789.1	A/New York/803/1993	H3N2	1993-03-09	Homo sapiens	9606	human	Primates	USA: Schenectady county, NY	North America	RhMK 1 passage(s)	1724
CY012784.1	A/New York/786/1993	H3N2	1993-03-16	Homo sapiens	9606	human	Primates	USA: Onondaga county, NY	North America	RhMK 2 passage(s)	1722
KX815359.1	A/equine/Argentina/E37-18/1993	H3N8	1993-03-30	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
KX815360.1	A/equine/Argentina/E41-2/1993	H3N8	1993-03-31	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY116135.1	A/swine/England/375017/1993	H3N2	1993-10-24	Sus scrofa	9823	non-human mammal	Artiodactyla	United Kingdom: England	Europe		1701
CY112669.1	A/Stockholm/20/1993	H3N2	1993-11-03	Homo sapiens	9606	human	Primates	Sweden: Stockholm	Europe	xMDCK1 passage(s)	1731
CY112629.1	A/Netherlands/399/1993	H3N2	1993-12-09	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK2 passage(s)	1731
KM821287.1	A/Brisbane/22/1994	H3N2	1994	Homo sapiens	9606	human	Primates	Australia	Oceania		1740
CY112701.1	A/England/7/1994	H3N2	1994	Homo sapiens	9606	human	Primates	United Kingdom: England	Europe	MDCK2 passage(s)	1731
CY121341.1	A/Johannesburg/33/1994	H3N2	1994	Homo sapiens	9606	human	Primates	South Africa: Johannesburg	Africa	Egg passage(s)	1727
KM821293.1	A/Johannesburg/33/1994	H3N2	1994	Homo sapiens	9606	human	Primates	South Africa	Africa		1734
CY006339.1	A/Nanchang/0058/1994	H3N2	1994	Homo sapiens	9606	human	Primates	China	Asia	P1 passage(s)	1721
CY003752.2	A/Nanchang/0074/1994	H3N2	1994	Homo sapiens	9606	human	Primates	China	Asia	P2 passage(s)	1721
CY007835.1	A/Nanchang/A1/1994	H3N2	1994	Homo sapiens	9606	human	Primates	China:Nanchang	Asia	P1 passage(s)	1721
CY006331.2	A/Nanchang/A2/1994	H3N2	1994	Homo sapiens	9606	human	Primates	China:Nanchang	Asia	P2 passage(s)	1725
KM821291.1	A/Victoria/9/1994	H3N2	1994	Homo sapiens	9606	human	Primates	Australia	Oceania		1739
KM821286.1	A/Wellington/1/1994	H3N2	1994	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1738
KR701354.1	A/swine/England/502321/1994	H3N2	1994	Sus scrofa	9823	non-human mammal	Artiodactyla	United Kingdom	Europe		1701
CY114157.1	A/Netherlands/18/1994	H3N2	1994-01-05	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1732
CY013351.1	A/New York/743/1994	H3N2	1994-01-07	Homo sapiens	9606	human	Primates	USA: Schenectady County, NY	North America	RhMK 1 passage(s)	1715
CY012560.1	A/New York/714/1994	H3N2	1994-01-14	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1721
CY116175.1	A/swine/England/425069/1994	H3N2	1994-02-07	Sus scrofa	9823	non-human mammal	Artiodactyla	United Kingdom: England	Europe		1701
CY012536.1	A/New York/707/1994	H3N2	1994-02-10	Homo sapiens	9606	human	Primates	USA: Suffolk County, NY	North America	Unknown 1 RhMK 1 passage(s)	1713
CY102003.1	A/ruddy turnstone/Delaware Bay/170/1994	H3N2	1994-05-22	Arenaria interpres	54971	avian	Charadriiformes	USA: New Jersey	North America	E2 passage(s)	1734
CY102019.1	A/ruddy turnstone/Delaware Bay/180/1994	H3N8	1994-05-22	Arenaria interpres	54971	avian	Charadriiformes	USA: New Jersey	North America	EX passage(s)	1740
CY102040.1	A/ruddy turnstone/Delaware Bay/189/1994	H3N8	1994-05-22	Arenaria interpres	54971	avian	Charadriiformes	USA: New Jersey	North America	P1 passage(s)	1734
CY101914.1	A/ruddy turnstone/Delaware Bay/88/1994	H3N8	1994-05-22	Arenaria interpres	54971	avian	Charadriiformes	USA: New Jersey	North America	P2 passage(s)	1734
KX815361.1	A/equine/Argentina/E131/1994	H3N8	1994-05-24	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY112709.1	A/Hong Kong/1/1994	H3N2	1994-06-01	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY112717.1	A/Hong Kong/2/1994	H3N2	1994-06-01	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY112749.1	A/South Austalia/15/1994	H3N2	1994-06-03	Homo sapiens	9606	human	Primates	Australia: South Austalia	Oceania	xMDCK1 passage(s)	1731
CY112757.1	A/South Austalia/25/1994	H3N2	1994-06-09	Homo sapiens	9606	human	Primates	Australia: South Austalia	Oceania	xMDCK1 passage(s)	1731
CY114149.1	A/Hong Kong/56/1994	H3N2	1994-08-02	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK2 passage(s)	1732
CY012464.1	A/New York/663/1994	H3N2	1994-12-20	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1717
PP927274.1	A/Equus ferus caballus/Dubai/41/1995	H3N8	1995	Equus ferus	1114792	non-human mammal	Perissodactyla	United Arab Emirates: Dubai	Asia		1762
CY114165.1	A/Finland/338/1995	H3N2	1995	Homo sapiens	9606	human	Primates	Finland	Europe	xMDCK1 passage(s)	1732
CY114173.1	A/Finland/339/1995	H3N2	1995	Homo sapiens	9606	human	Primates	Finland	Europe	xtMK1 MDCK1 passage(s)	1731
CY114181.1	A/Finland/381/1995	H3N2	1995	Homo sapiens	9606	human	Primates	Finland	Europe	xMDCK1 passage(s)	1735
CY116589.2	A/Netherlands/178/1995	H3N2	1995	Homo sapiens	9606	human	Primates	Netherlands	Europe		1762
KM821295.1	A/Netherlands/178/1995	H3N2	1995	Homo sapiens	9606	human	Primates	Netherlands	Europe		1733
KM821302.1	A/Wuhan/359/1995	H3N2	1995	Homo sapiens	9606	human	Primates	China	Asia		1739
CY011360.1	A/New York/702/1995	H3N2	1995-01-09	Homo sapiens	9606	human	Primates	USA: Monroe County, NY	North America	RhMK 2 passage(s)	1720
CY114221.1	A/Netherlands/1/1995	H3N2	1995-01-11	Homo sapiens	9606	human	Primates	Netherlands	Europe	tMK2 MDCK1 passage(s)	1732
CY011824.1	A/New York/684/1995	H3N2	1995-01-23	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1718
CY114197.1	A/Hong Kong/3/1995	H3N2	1995-01-24	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK2 passage(s)	1731
CY011352.1	A/New York/698/1995	H3N2	1995-01-31	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1721
CY012928.1	A/New York/699/1995	H3N2	1995-02-07	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
CY011328.1	A/New York/695/1995	H3N2	1995-03-02	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 2 passage(s)	1721
CY012904.1	A/New York/683/1995	H3N2	1995-03-03	Homo sapiens	9606	human	Primates	USA: Cattaraugus County, NY	North America	RhMK 1 passage(s)	1721
CY118418.1	A/Malaysia/07145/1995	H3N2	1995-07-03	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1731
CY112813.1	A/Victoria/75/1995	H3N2	1995-07-27	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania	MDCK1 passage(s)	1732
CY112773.2	A/Hong Kong/38/1995	H3N2	1995-08-01	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK1 passage(s)	1732
CY114205.1	A/Hong Kong/49/1995	H3N2	1995-09-01	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK1 passage(s)	1731
CY118434.1	A/Malaysia/07832/1995	H3N2	1995-09-27	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1731
CY112781.1	A/Hong Kong/55/1995	H3N2	1995-10-12	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK2 passage(s)	1731
CY114213.1	A/Lyon/2279/1995	H3N2	1995-11-20	Homo sapiens	9606	human	Primates	France: Lyon	Europe	MDCK4 passage(s)	1731
CY112797.1	A/Netherlands/271/1995	H3N2	1995-12-02	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1732
CY010636.1	A/New York/609/1995	H3N2	1995-12-18	Homo sapiens	9606	human	Primates	USA: Columbia county, NY	North America	RhMK 1 passage(s)	1721
CY010660.1	A/New York/612/1995	H3N2	1995-12-19	Homo sapiens	9606	human	Primates	USA: Albany county, NY	North America	RhMK 1 passage(s)	1721
KM978051.1	A/Auckland/19/1996	H3N2	1996	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1701
KM978050.1	A/Auckland/19/1996	H3N2	1996	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1701
KM978049.1	A/Auckland/5/1996	H3N2	1996	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1701
KM978048.1	A/Auckland/5/1996	H3N2	1996	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1701
CY114477.1	A/Brisbane/8/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Australia	Oceania	MDCK4 passage(s)	1701
KM821304.1	A/Canberra/1/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Australia	Oceania		1734
MN054217.1	A/Chile/JM-F2047-1/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Chile	South America		1762
MN055103.1	A/Chile/JM-F2106/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Chile	South America		1762
MN055323.1	A/Chile/JM-OT583-1/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Chile	South America		1762
MN054085.1	A/Chile/JM-OT583-2/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Chile	South America		1762
MN054207.1	A/Chile/JM-SO383/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Chile	South America		1762
MN054119.1	A/Chile/JM-SO389/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Chile	South America		1762
MN054455.1	A/Chile/JM-SO393/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Chile	South America		1762
KM821306.1	A/Christchurch/1/1996	H3N2	1996	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1742
PP927082.1	A/Equus ferus caballus/Argentina/352/1996	H3N8	1996	Equus ferus	1114792	non-human mammal	Perissodactyla	Argentina	South America		1762
CY114229.1	A/Geneva/3958/1996	H3N2	1996	Homo sapiens	9606	human	Primates	Switzerland: Geneva	Europe	xMDCK1 passage(s)	1732
CY121357.1	A/South Africa/1147/1996	H3N2	1996	Homo sapiens	9606	human	Primates	South Africa	Africa	Egg passage(s)	1737
KM821297.1	A/Wellington/48/1996	H3N2	1996	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1733
MK361548.1	A/swine/Jena/5/1996	H3N2	1996	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Jena	Europe		1750
CY077934.1	A/swine/Oedenrode/7c/1996	H3N2	1996	Sus scrofa	9823	non-human mammal	Artiodactyla	Netherlands: Oedenrode	Europe	MDCK1SF12MDCK2 passage(s)	1750
CY010700.1	A/New York/625/1996	H3N2	1996-01-15	Homo sapiens	9606	human	Primates	USA: Onondaga county, NY	North America	RhMK 2 passage(s)	1721
CY114285.1	A/Netherlands/91/1996	H3N2	1996-01-30	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK2 passage(s)	1731
CY112829.1	A/Singapore/1/1996	H3N2	1996-02-12	Homo sapiens	9606	human	Primates	Singapore	Asia	xtMK1 MDCK1 passage(s)	1731
CY114245.1	A/Hong Kong/42/1996	H3N2	1996-03-04	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY117706.1	A/Malaysia/10135/1996	H3N2	1996-05-30	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY118442.1	A/Malaysia/10111/1996	H3N2	1996-06-19	Homo sapiens	9606	human	Primates	Malaysia	Asia	P3 passage(s)	1732
CY118458.1	A/Malaysia/10370/1996	H3N2	1996-07-03	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY114261.1	A/Hong Kong/358/1996	H3N2	1996-07-19	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY114269.1	A/Hong Kong/434/1996	H3N2	1996-10-02	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY114277.1	A/Lyon/1781/1996	H3N2	1996-10-26	Homo sapiens	9606	human	Primates	France: Lyon	Europe	xMDCK1 passage(s)	1731
CY009716.1	A/New York/587/1996	H3N2	1996-11-18	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1721
CY011264.1	A/New York/559/1996	H3N2	1996-11-25	Homo sapiens	9606	human	Primates	USA: Schenectady County, NY	North America	RhMK 2 passage(s)	1721
CY009492.1	A/New York/570/1996	H3N2	1996-12-12	Homo sapiens	9606	human	Primates	USA: Saratoga County, NY	North America	RhMK 1 passage(s)	1721
CY010588.1	A/New York/572/1996	H3N2	1996-12-12	Homo sapiens	9606	human	Primates	USA: Orange County, NY	North America	RhMK 1 passage(s)	1721
CY010068.1	A/New York/600/1996	H3N2	1996-12-23	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
CY118506.1	A/Malaysia/11473/1996	H3N2	1996-12-24	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1735
CY011424.1	A/New York/577/1996	H3N2	1996-12-24	Homo sapiens	9606	human	Primates	USA: Cattaraugus County, NY	North America	RhMK 2 passage(s)	1721
CY010596.1	A/New York/578/1996	H3N2	1996-12-27	Homo sapiens	9606	human	Primates	USA: Rensselaer County, NY	North America	RhMK 2 passage(s)	1722
CY112861.1	A/Nice/491/1996	H3N2	1996-12-30	Homo sapiens	9606	human	Primates	France: Nice	Europe	xtMK1 MDCK1 passage(s)	1731
KM821305.1	A/Bangkok/1/1997	H3N2	1997	Homo sapiens	9606	human	Primates	China	Asia		1733
KM821309.1	A/Canberra/9/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Australia	Oceania		1733
CY112837.1	A/Hong Kong/1/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xtMK2 MDCK1 passage(s)	1732
CY112869.1	A/Oslo/21/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Norway: Oslo	Europe	MDCK1 passage(s)	1731
KM821299.1	A/Perth/5/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Australia	Oceania		1736
KM821300.1	A/Perth/9/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Australia	Oceania		1739
CY112885.1	A/Sydney/5/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Australia: Sydney	Oceania	xMDCKx E1 tMK1 MDCK1 passage(s)	1731
CY039079.1	A/Sydney/5/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Australia: Sydney	Oceania	Egg 2 passage(s)	1718
KM821301.1	A/Tasmania/1/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Australia	Oceania		1739
KM821298.1	A/Victoria/47/1997	H3N2	1997	Homo sapiens	9606	human	Primates	Australia	Oceania		1735
CY030751.1	A/equine/California/4537/1997	H3N8	1997	Equus caballus	9796	non-human mammal	Perissodactyla	USA: California	North America	MK1E2 passage(s)	1714
MK361554.1	A/swine/Lohne/1/1997	H3N2	1997	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Lohne	Europe		1750
CY009516.1	A/New York/579/1997	H3N2	1997-01-02	Homo sapiens	9606	human	Primates	USA: Sullivan County, NY	North America	RhMK 1 passage(s)	1721
CY009644.1	A/New York/558/1997	H3N2	1997-01-06	Homo sapiens	9606	human	Primates	USA: Schenectady County, NY	North America	RhMK 1 passage(s)	1721
CY036847.1	A/Siena/1/1997	H3N2	1997-01-06	Homo sapiens	9606	human	Primates	Italy: Siena	Europe	Eggs passage(s)	1718
CY009692.1	A/New York/581/1997	H3N2	1997-01-17	Homo sapiens	9606	human	Primates	USA: Columbia County, NY	North America	RhMK 1 passage(s)	1721
CY116330.1	A/swine/England/90591/1997	H3N2	1997-02-10	Sus scrofa	9823	non-human mammal	Artiodactyla	United Kingdom: England	Europe		1701
CY009524.1	A/New York/583/1997	H3N2	1997-03-01	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
EU857004.1	A/Hong Kong/CUHK4147/1997	H3N2	1997-03-10	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
KX815363.1	A/equine/Argentina/E433/1997	H3N8	1997-05-29	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY118530.1	A/Malaysia/12726/1997	H3N2	1997-06-02	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1735
EU856849.1	A/Hong Kong/CUHK12626/1997	H3N2	1997-06-03	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY112853.1	A/Johannesburg/10/1997	H3N2	1997-07-01	Homo sapiens	9606	human	Primates	South Africa: Johannesburg	Africa	xtMK1 MDCK1 passage(s)	1732
CY114293.1	A/Auckland/10/1997	H3N2	1997-08-01	Homo sapiens	9606	human	Primates	New Zealand: Auckland	Oceania	xMDCK1 passage(s)	1731
CY102236.1	A/mallard/Alberta/114/1997	H3N8	1997-08-05	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Alberta	North America	P2 passage(s)	1740
CY102244.1	A/mallard/Alberta/117/1997	H3N8	1997-08-05	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Alberta	North America	EX passage(s)	1740
EU856921.1	A/Hong Kong/CUHK22048/1997	H3N2	1997-08-19	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY006443.1	A/New York/501/1997	H3N2	1997-11-26	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1721
CY114301.1	A/Netherlands/300/1997	H3N2	1997-12-23	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1731
EU857002.1	A/Hong Kong/CUHK41222/1997	H3N2	1997-12-25	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU857006.1	A/Hong Kong/CUHK41757/1997	H3N2	1997-12-30	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
PP927146.1	A/Equus ferus caballus/Cambridgeshire/1/1998	H3N8	1998	Equus ferus	1114792	non-human mammal	Perissodactyla	United Kingdom: Snailwell, Cambridgeshire	Europe		1762
PP927298.1	A/Equus ferus caballus/Edinburgh/1/1998	H3N8	1998	Equus ferus	1114792	non-human mammal	Perissodactyla	United Kingdom: Edinburgh	Europe		1762
PP927578.1	A/Equus ferus caballus/Northamptonshire/1/1998	H3N8	1998	Equus ferus	1114792	non-human mammal	Perissodactyla	United Kingdom: Moulton, Northamptonshire	Europe		1762
KM821319.1	A/Victoria/507/1998	H3N2	1998	Homo sapiens	9606	human	Primates	Australia	Oceania		1733
MK361561.1	A/swine/Bakum/1362/1998	H3N2	1998	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Bakum	Europe		1713
FJ830855.1	A/swine/Guangdong/01/1998	H3N2	1998	Sus scrofa	9823	non-human mammal	Artiodactyla	China	Asia		1765
KR701348.1	A/swine/Italy/NIMR-1523/1998	H3N2	1998	Sus scrofa	9823	non-human mammal	Artiodactyla	Italy	Europe		1701
CY006475.1	A/New York/518/1998	H3N2	1998-01-05	Homo sapiens	9606	human	Primates	USA: Sullivan County, NY	North America	RhMK 1 passage(s)	1721
EU856823.1	A/Hong Kong/CUHK10537/1998	H3N2	1998-01-12	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY114485.1	A/Netherlands/5/1998	H3N2	1998-01-14	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK2 passage(s)	1704
EU856827.1	A/Hong Kong/CUHK10660/1998	H3N2	1998-01-16	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY039884.1	A/New York/537/1998(H3N2)	H3N2	1998-02-05	Homo sapiens	9606	human	Primates	USA: Albany county, NY	North America	RhMK 2 passage(s)	1722
CY006795.1	A/New York/527/1998	H3N2	1998-03-15	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 1 passage(s)	1721
CY008180.1	A/New York/502/1998	H3N2	1998-03-20	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1722
CY118602.1	A/Malaysia/17230/1998	H3N2	1998-05-25	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1734
CY102340.1	A/mallard/Alberta/242/1998	H3N8	1998-08-11	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Alberta	North America	P2 passage(s)	1721
EU856875.1	A/Hong Kong/CUHK17697/1998	H3N2	1998-08-16	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856878.1	A/Hong Kong/CUHK17872/1998	H3N2	1998-08-24	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1698
EU856886.1	A/Hong Kong/CUHK18886/1998	H3N2	1998-10-03	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY112901.1	A/Netherlands/427/1998	H3N2	1998-11-16	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK3 passage(s)	1731
CY003560.1	A/New York/448/1998	H3N2	1998-11-23	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1762
CY001784.1	A/New York/289/1998	H3N2	1998-12-04	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 1 passage(s)	1760
CY114309.1	A/Netherlands/462/1998	H3N2	1998-12-16	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1731
CY117714.1	A/Malaysia/10675/1998	H3N2	1998-12-28	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1732
CY001800.1	A/New York/304/1998	H3N2	1998-12-30	Homo sapiens	9606	human	Primates	USA: Suffolk County, NY	North America	RhMK 1 passage(s)	1743
KM821315.1	A/Christchurch/68/1999	H3N2	1999	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1736
PP927074.1	A/Equus ferus caballus/Argentina/1/1999	H3N8	1999	Equus ferus	1114792	non-human mammal	Perissodactyla	Argentina	South America		1762
PP927378.1	A/Equus ferus caballus/Italy/1/1999	H3N8	1999	Equus ferus	1114792	non-human mammal	Perissodactyla	Italy	Europe		1762
PP927650.1	A/Equus ferus caballus/Seine-et-Marne/2/1999	H3N8	1999	Equus ferus	1114792	non-human mammal	Perissodactyla	France: Seine-et-Marne	Europe		1762
CY121373.1	A/Moscow/10/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Russia: Moscow	Europe	Egg passage(s)	1737
CY077848.1	A/Netherlands/301/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK3 passage(s)	1752
CY016068.1	A/New South Wales/13/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Australia: Sydney, NSW	Oceania	MDCK Unknown passage(s)	1723
CY016539.1	A/New South Wales/15/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Australia: Sydney, NSW	Oceania	MDCK Unknown passage(s)	1718
CY016523.1	A/New South Wales/6/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Australia: Sydney, NSW	Oceania	MDCK Unknown passage(s)	1714
CY020197.1	A/New South Wales/7/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Australia: Sydney, NSW	Oceania	MDCK Unknown passage(s)	1721
CY016531.1	A/New South Wales/8/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Australia: Sydney, NSW	Oceania	MDCK Unknown passage(s)	1714
KM978052.1	A/Victoria/3/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Australia	Oceania		1701
KM978053.1	A/Victoria/3/1999	H3N2	1999	Homo sapiens	9606	human	Primates	Australia	Oceania		1701
DQ124189.1	A/equine/New York/1/1999	H3N8	1999								1695
MK361567.1	A/swine/Bakum/8602/1999	H3N2	1999	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Bakum	Europe		1750
EU045362.2	A/swine/Italy/600/1999	H3N2	1999	Sus scrofa	9823	non-human mammal	Artiodactyla	Italy	Europe		1701
CY003608.1	A/New York/456/1999	H3N2	1999-01-15	Homo sapiens	9606	human	Primates	USA: New York County, NY	North America	RhMK 2 passage(s)	1762
CY003632.1	A/New York/459/1999	H3N2	1999-01-25	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1758
CY001888.1	A/New York/329/1999	H3N2	1999-02-01	Homo sapiens	9606	human	Primates	USA: Warren County, NY	North America	RhMK 1 passage(s)	1762
CY117728.1	A/Malaysia/10879/1999	H3N2	1999-02-02	Homo sapiens	9606	human	Primates	Malaysia	Asia	P3 passage(s)	1735
EU856832.1	A/Hong Kong/CUHK11163/1999	H3N2	1999-02-09	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856833.1	A/Hong Kong/CUHK11230/1999	H3N2	1999-02-10	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856834.1	A/Hong Kong/CUHK11237/1999	H3N2	1999-02-11	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY118490.1	A/Malaysia/10969/1999	H3N2	1999-02-11	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
KX815364.1	A/equine/Argentina/E652/1999	H3N8	1999-02-26	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
EU856851.1	A/Hong Kong/CUHK12897/1999	H3N2	1999-04-14	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY102492.1	A/shorebird/Delaware Bay/210/1999	H3N2	1999-05-24	Aves	8782	avian		USA: Delaware Bay, New Jersey	North America	P1 passage(s)	1740
KX815365.1	A/equine/Argentina/E750/1999	H3N8	1999-09-15	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY114493.1	A/Netherlands/301/1999	H3N2	1999-10-01	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK4 passage(s)	1712
CY060261.1	A/mallard/Netherlands/2/1999	H3N5	1999-10-07	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands: Ammerstol	Europe		1765
CY118546.1	A/Malaysia/12904/1999	H3N2	1999-10-28	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1732
