accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
CY203958.1	A/mallard/Maryland/09OS1141/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203966.1	A/mallard/Maryland/09OS1142/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203974.1	A/mallard/Maryland/09OS1143/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203982.1	A/mallard/Maryland/09OS1145/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203999.1	A/mallard/Maryland/09OS1148/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY204882.1	A/mallard/Maryland/09OS1150/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Maryland	North America	Egg1 passage(s)	1706
CY204890.1	A/mallard/Maryland/09OS1151/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Maryland	North America	Egg1 passage(s)	1706
CY204898.1	A/mallard/Maryland/09OS1152/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Maryland	North America	Egg1 passage(s)	1706
CY204931.1	A/mallard/Maryland/09OS1174/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Maryland	North America	Egg1 passage(s)	1706
KF715076.1	A/turkey/Minnesota/14135-2/2009	H7N9	2009-08-07	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1683
KF771189.1	A/turkey/Minnesota/14659/2009	H7N9	2009-08-12	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1683
KF771197.1	A/turkey/Minnesota/15591/2009	H7N9	2009-08-18	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1683
CY140868.1	A/blue-winged Teal/North Dakota/AI09-3760/2009	H7N3	2009-09-04	Spatula discors	75842	avian	Anseriformes	USA: Lake Audobon, McLean county, ND	North America	E2 passage(s)	1706
CY185937.1	A/blue-winged teal/North Dakota/AI09-3760/2009	H7N3	2009-09-06	Spatula discors	75842	avian	Anseriformes	USA: Ilo; Dunn County, ND	North America	E2 passage(s)	1706
KF771205.1	A/turkey/Minnesota/18421/2009	H7N9	2009-09-09	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1683
CY186002.1	A/mallard/Minnesota/AI09-3770/2009	H7N9	2009-09-12	Anas platyrhynchos	8839	avian	Anseriformes	USA: Thief Lake, Marshall County, MN	North America	E2 passage(s)	1706
KU290063.1	A/mallard/Montana/A00750842/2009	H7N3	2009-09-16	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KF771213.1	A/turkey/Minnesota/20400/2009	H7N9	2009-09-20	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1683
KU289935.1	A/blue winged teal/South Dakota/A00772794/2009	H7N7	2009-09-28	Spatula discors	75842	avian	Anseriformes	USA	North America		1706
KC609771.1	A/common teal/Korea/MHC5-8/2009	H7N7	2009-10	Anas crecca	75839	avian	Anseriformes	South Korea	Asia		1698
KU290055.1	A/mallard/Michigan/A00869519/2009	H7N3	2009-10-14	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
JN244227.1	A/wild bird/Korea/A330/09	H7N7	2009-11	Aves	8782	avian		South Korea	Asia		1687
JN244228.1	A/wild bird/Korea/A331/09	H7N7	2009-11	Aves	8782	avian		South Korea	Asia		1687
KU290071.1	A/mallard/Nebraska/A00709657/2009	H7N3	2009-11-28	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
JX523347.1	A/quail/Thailand/CU-J2882/2009	H7N1	2009-12	Galliformes	8976	avian	Galliformes	Thailand: Ayutthaya province	Asia		1671
CY097622.1	A/mallard/Missouri/220/2009	H7N3	2009-12-07	Anas platyrhynchos	8839	avian	Anseriformes	USA: Missouri	North America	E1 passage(s)	1706
KF715084.1	A/turkey/Minnesota/31676/2009	H7N9	2009-12-08	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1683
KU290092.1	A/mallard/New York/A00723392/2009	H7N3	2009-12-12	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KU290100.1	A/mallard/New York/A00723400/2009	H7N4	2009-12-12	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1700
KU290132.1	A/mallard/Oklahoma/A00749161/2009	H7N3	2009-12-12	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KU290124.1	A/mallard/Oklahoma/A00744383/2009	H7N3	2009-12-13	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KU290267.1	A/northern shoveler/Oklahoma/A00744384/2009	H7N3	2009-12-13	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1706
KU290015.1	A/mallard/Illinois/A00325439/2009	H7N3	2009-12-18	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KU290023.1	A/mallard/Illinois/A00755320/2009	H7N3	2009-12-18	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KF258979.1	A/chicken/Jiangxi/2369/2010	H7N7	2010	Gallus gallus	9031	avian	Galliformes	China	Asia		1683
KF258994.1	A/duck/Fujian/6326/2010	H7N3	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258962.1	A/duck/Fujian/6380/2010	H7N3	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258963.1	A/duck/Fujian/6388/2010	H7N3	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258995.1	A/duck/Fujian/6390/2010	H7N3	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258989.1	A/duck/Jiangxi/16285/2010	H7N3	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258980.1	A/duck/Jiangxi/16309/2010	H7N7	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258981.1	A/duck/Jiangxi/16326/2010	H7N7	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258982.1	A/duck/Jiangxi/16736/2010	H7N3	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258983.1	A/duck/Jiangxi/16769/2010	H7N7	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258984.1	A/duck/Jiangxi/21980/2010	H7N7	2010	Anatidae	8830	avian	Anseriformes	China	Asia		1683
JQ973643.1	A/Baer's pochard/HuNan/414/2010(H7N1)	H7N1	2010-01	Aythya baeri	1177618	avian	Anseriformes	China	Asia		1683
KC609772.1	A/wild duck/Korea/SH19-50/2010	H7N9	2010-01	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KY551143.1	A/duck/New Jersey/10-001022-21/2010	H7N3	2010-01-08	Anas platyrhynchos	8839	avian	Anseriformes	USA: New Jersey	North America		1683
CY185425.1	A/mallard/Republic of Georgia/2/2010	H7N7	2010-02-03	Anas platyrhynchos	8839	avian	Anseriformes	Georgia: Guria	Asia	E1 passage(s)	1693
CY185433.1	A/mallard/Republic of Georgia/3/2010	H7N3	2010-02-03	Anas platyrhynchos	8839	avian	Anseriformes	Georgia: Guria	Asia	E1 passage(s)	1700
KU290087.1	A/mallard/New Jersey/A00926089/2010	H7N3	2010-02-17	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KU289738.1	A/American black duck/Delaware/A00870108/2010	H7N3	2010-02-18	Anas rubripes	75857	avian	Anseriformes	USA	North America		1706
CY120539.1	A/environment/California/7451/2010	H7N3	2010-02-28					USA: Orange County, CA	North America	E1 passage(s)	1706
KC609776.1	A/wild duck/Korea/MHC40-28/2010	H7N7	2010-03	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KU289943.1	A/blue winged teal/Texas/A00463679/2010	H7N3	2010-03-10	Spatula discors	75842	avian	Anseriformes	USA	North America		1706
KX061792.1	A/duck/Hunan/S1161/2010	H7N7	2010-04-19	Anatidae	8830	avian	Anseriformes	China	Asia		1683
JN244245.1	A/duck/Korea/A76/10	H7N7	2010-05	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1687
JN244243.1	A/duck/Korea/A79/10	H7N7	2010-05	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1687
JN244241.1	A/duck/Korea/JSM/10	H7N7	2010-06	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1687
JN244240.1	A/duck/Korea/LSY/10	H7N7	2010-06	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1687
CY130388.1	A/northern pintail/Interior Alaska/10BM02539R0/2010	H7N3	2010-06-22	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
MF146898.1	A/mallard duck/Netherlands/4/2010	H7N3	2010-07-08	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
CY135591.1	A/mallard/Interior Alaska/10BM04564R1/2010	H7N3	2010-07-18	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R1 passage(s)	1706
MF682833.1	A/mallard duck/Netherlands/5/2010	H7N3	2010-07-20	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
CY135721.1	A/mallard/Interior Alaska/10BM05347R0/2010	H7N3	2010-07-25	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135819.1	A/mallard/Interior Alaska/10BM05860R0/2010	H7N3	2010-07-26	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135851.1	A/northern pintail/Interior Alaska/10BM06303R0/2010	H7N3	2010-07-29	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135859.1	A/northern pintail/Interior Alaska/10BM06306R0/2010	H7N3	2010-07-29	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135939.1	A/northern pintail/Interior Alaska/10BM06524R0/2010	H7N3	2010-07-30	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY136035.1	A/northern pintail/Interior Alaska/10BM06720R0/2010	H7N3	2010-07-30	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135963.1	A/mallard/Interior Alaska/10BM06838R0/2010	H7N3	2010-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135995.1	A/mallard/Interior Alaska/10BM06905R0/2010	H7N3	2010-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY136003.1	A/mallard/Interior Alaska/10BM06909R0/2010	H7N3	2010-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY136011.1	A/mallard/Interior Alaska/10BM06911R0/2010	H7N3	2010-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135979.1	A/northern pintail/Interior Alaska/10BM06895R0/2010	H7N3	2010-07-31	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY135987.1	A/northern pintail/Interior Alaska/10BM06899R0/2010	H7N3	2010-07-31	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY120555.1	A/mallard/California/1390/2010	H7N5	2010-08-04	Anas platyrhynchos	8839	avian	Anseriformes	USA: Butte County, CA	North America	E1 passage(s)	1706
CY138769.1	A/American black duck/New Brunswick/00344/2010	H7N7	2010-08-08	Anas rubripes	75857	avian	Anseriformes	Canada: New Brunswick	North America	egg passage(s)	1706
CY138801.1	A/mallard/Nova Scotia/00372/2010	H7N7	2010-08-08	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Nova Scotia	North America	egg passage(s)	1706
CY138834.1	A/green-winged teal/New Brunswick/00392/2010	H7N7	2010-08-09	Anas carolinensis	75836	avian	Anseriformes	Canada: New Brunswick	North America	egg passage(s)	1706
CY143853.1	A/mallard/Interior Alaska/10BM10829R0/2010	H7N3	2010-08-10	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1706
CY185769.1	A/mallard/Alberta/167/2010	H7N3	2010-08-12	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Cardinal Lake, Alberta	North America	E2 passage(s)	1706
CY185777.1	A/mallard/Alberta/192/2010	H7N3	2010-08-12	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Cardinal Lake, Alberta	North America	E2 passage(s)	1706
CY185805.1	A/mallard/Alberta/590/2010	H7N8	2010-08-14	Anas platyrhynchos	8839	avian	Anseriformes	Canada: George Lake, Alberta	North America	E2 passage(s)	1706
LC018976.1	A/duck/Hokkaido/10/2010	H7N7	2010-09-28	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
LC018977.1	A/duck/Hokkaido/14/2010	H7N7	2010-09-28	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
LC018972.1	A/duck/Hokkaido/3/2010	H7N7	2010-09-28	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
LC018973.1	A/duck/Hokkaido/4/2010	H7N7	2010-09-28	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
LC018974.1	A/duck/Hokkaido/5/2010	H7N7	2010-09-28	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
LC018975.1	A/duck/Hokkaido/6/2010	H7N7	2010-09-28	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
KU663405.1	A/common pochard/XiangHai/420/2010	H7N1	2010-09-29	Aythya ferina	219593	avian	Anseriformes	China	Asia		1683
KM922677.1	A/lesser white-fronted goose/HuNan/412-3Y/2010	H7N7	2010-10	Anser erythropus	132586	avian	Anseriformes	China	Asia		1683
KU684461.1	A/mallard/Nizhnegorsk/3-06-10/2010	H7N7	2010-10-06	Anas platyrhynchos	8839	avian	Anseriformes	Ukraine	Europe		1693
LC018978.1	A/duck/Hokkaido/45/2010	H7N7	2010-10-08	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
LC018979.1	A/duck/Hokkaido/47/2010	H7N7	2010-10-08	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
LC018980.1	A/duck/Hokkaido/50/2010	H7N7	2010-10-08	Anseriformes	8826	avian	Anseriformes	Japan: Hokkaido, Sapporo, Ohno pond	Asia		1698
CY132973.1	A/American green-winged teal/Illinois/10OS3329/2010	H7N7	2010-10-30	Anas carolinensis	75836	avian	Anseriformes	USA: Illinois	North America	E1 passage(s)	1706
CY132997.1	A/American green-winged teal/Illinois/10OS3368/2010	H7N7	2010-10-30	Anas carolinensis	75836	avian	Anseriformes	USA: Illinois	North America	E1 passage(s)	1706
CY133314.1	A/mallard/Wisconsin/10OS3171/2010	H7N3	2010-10-30	Anas platyrhynchos	8839	avian	Anseriformes	USA: Wisconsin	North America	E1 passage(s)	1706
JN244238.1	A/duck/Korea/A117/10	H7N6	2010-11	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1687
JX307175.1	A/duck/Thailand/CU-LM7279T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1710
JX307159.1	A/duck/Thailand/CU-LM7280C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1728
JX307223.1	A/duck/Thailand/CU-LM7283C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1710
JX307201.1	A/duck/Thailand/CU-LM7283T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1701
JX307147.1	A/duck/Thailand/CU-LM7284C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1710
JX307189.1	A/duck/Thailand/CU-LM7285C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1710
JX307245.1	A/duck/Thailand/CU-LM7288C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1710
JX307255.1	A/duck/Thailand/CU-LM7288T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1710
KF591860.1	A/duck/Thailand/CU-LM7289C/2010	H7N6	2010-11-03	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: Phitsanulok Market	Asia		1709
JX307152.1	A/duck/Thailand/CU-LM7291C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1689
JX307118.1	A/duck/Thailand/CU-LM7291T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1683
JX307192.1	A/duck/Thailand/CU-LM7294T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1708
JX307228.1	A/duck/Thailand/CU-LM7297T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1709
JX307182.1	A/duck/Thailand/CU-LM7298T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1708
JX307120.1	A/duck/Thailand/CU-LM7301T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1683
JX307216.1	A/duck/Thailand/CU-LM7302T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1711
JX307178.1	A/duck/Thailand/CU-LM7306C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1686
JX307226.1	A/duck/Thailand/CU-LM7306T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1686
JX307130.1	A/duck/Thailand/CU-LM7308C/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1711
JX307150.1	A/duck/Thailand/CU-LM7308T/2010	H7N6	2010-11-03	Anatidae	8830	avian	Anseriformes	Thailand: market	Asia		1711
CY183433.1	A/mallard/Sweden/124987/2010	H7N7	2010-11-10	Anas platyrhynchos	8839	avian	Anseriformes	Sweden: Ottenby	Europe	egg passage(s)	1690
CY133177.1	A/northern shoveler/Wisconsin/10OS3226/2010	H7N3	2010-11-10	Spatula clypeata	75838	avian	Anseriformes	USA: Wisconsin	North America	E1 passage(s)	1706
CY133777.1	A/mallard/Missouri/10MO053/2010	H7N4	2010-11-16	Anas platyrhynchos	8839	avian	Anseriformes	USA: Missouri	North America	E1 passage(s)	1706
CY133274.1	A/American black duck/Wisconsin/10OS3949/2010	H7N8	2010-11-18	Anas rubripes	75857	avian	Anseriformes	USA: Wisconsin	North America	E1 passage(s)	1706
CY132877.1	A/northern pintail/Illinois/10OS3959/2010	H7N3	2010-11-21	Anas acuta	28680	avian	Anseriformes	USA: Illinois	North America	E1 passage(s)	1706
CY133037.1	A/American green-winged teal/Illinois/10OS4014/2010	H7N3	2010-11-27	Anas carolinensis	75836	avian	Anseriformes	USA: Illinois	North America	E1 passage(s)	1706
KC609773.1	A/wild duck/Korea/SH19-27/2010	H7N9	2010-12	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1681
KC609774.1	A/wild duck/Korea/SH19-44/2010	H7N9	2010-12	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KC609775.1	A/wild duck/Korea/SH19-47/2010	H7N9	2010-12	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
CY133129.1	A/common goldeneye/Wisconsin/10OS4202/2010	H7N6	2010-12-02	Bucephala clangula	107022	avian	Anseriformes	USA: Wisconsin	North America	E1 passage(s)	1706
CY133408.1	A/gadwall/Missouri/10OS4731/2010	H7N3	2010-12-12	Mareca strepera	75861	avian	Anseriformes	USA: Missouri	North America	E1 passage(s)	1706
CY133365.1	A/northern shoveler/Missouri/10OS4632/2010	H7N7	2010-12-12	Spatula clypeata	75838	avian	Anseriformes	USA: Missouri	North America	E1 passage(s)	1706
CY133416.1	A/northern shoveler/Missouri/10OS4750/2010	H7N3	2010-12-12	Spatula clypeata	75838	avian	Anseriformes	USA: Missouri	North America	E1 passage(s)	1706
JX307213.1	A/duck/Thailand/CU-9744C /2010	H7N4	2010-12-22	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1708
JX307167.1	A/duck/Thailand/CU-9754C/2010	H7N4	2010-12-22	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1691
KU684460.1	A/mallard/Novomyhalivka/10-23-12/2010	H7N7	2010-12-23	Anas platyrhynchos	8839	avian	Anseriformes	Ukraine	Europe		1693
CY132141.1	A/mallard/Missouri/10MO0551/2010	H7N7	2010-12-29	Anas platyrhynchos	8839	avian	Anseriformes	USA: Missouri	North America	E1 passage(s)	1706
KF259003.1	A/common teal/Hong Kong/MPL634/2011	H7N7	2011	Anas crecca	75839	avian	Anseriformes	China	Asia		1683
KF259001.1	A/common teal/Hong Kong/MPM1645/2011	H7N1	2011	Anas crecca	75839	avian	Anseriformes	China	Asia		1683
KF259002.1	A/common teal/Hong Kong/MPM1670/2011	H7N7	2011	Anas crecca	75839	avian	Anseriformes	China	Asia		1683
KF259004.1	A/common teal/Hong Kong/MPM1740/2011	H7N7	2011	Anas crecca	75839	avian	Anseriformes	China	Asia		1683
AB813067.1	A/duck/Fukui/161101/2011	H7N7	2011	Anas platyrhynchos	8839	avian	Anseriformes	Japan	Asia		1683
AB813056.1	A/duck/Gunma/466/2011	H7N9	2011	Anas platyrhynchos	8839	avian	Anseriformes	Japan	Asia		1683
KF259007.1	A/wild waterfowl/Hong Kong/MPL1006/2011	H7N7	2011	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF259005.1	A/wild waterfowl/Hong Kong/MPL705/2011	H7N7	2011	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF259006.1	A/wild waterfowl/Hong Kong/MPM2121/2011	H7N7	2011	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF259008.1	A/wild waterfowl/Hong Kong/MPM3375/2011	H7N6	2011	Anatidae	8830	avian	Anseriformes	China	Asia		1683
CY133649.1	A/northern shoverl/Mississippi/11OS145/2011	H7N9	2011-01-08	Spatula clypeata	75838	avian	Anseriformes	USA: Mississippi	North America	E1 passage(s)	1706
CY133721.1	A/northern shoveler/Mississippi/11OS202/2011	H7N7	2011-01-14	Spatula clypeata	75838	avian	Anseriformes	USA: Mississippi	North America	E1 passage(s)	1706
CY133669.1	A/American green-winged teal/Mississippi/11OS250/2011	H7N3	2011-01-15	Anas carolinensis	75836	avian	Anseriformes	USA: Mississippi	North America	E1 passage(s)	1706
CY133677.1	A/American green-winged teal/Mississippi/11OS255/2011	H7N7	2011-01-15	Anas carolinensis	75836	avian	Anseriformes	USA: Mississippi	North America	E1 passage(s)	1706
CY133729.1	A/northern shoveler/Mississippi/11OS289/2011	H7N3	2011-01-16	Spatula clypeata	75838	avian	Anseriformes	USA: Mississippi	North America	E1 passage(s)	1706
JX307127.1	A/duck/Thailand/CU-10507T/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1703
KF591865.1	A/duck/Thailand/CU-10510C/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: Nakhon sawan Village	Asia		1692
JX307258.1	A/duck/Thailand/CU-10512C/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1698
JX307238.1	A/duck/Thailand/CU-10518C/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1705
JX307194.1	A/duck/Thailand/CU-10524C/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1692
JX307248.1	A/duck/Thailand/CU-10525T/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1683
JX307132.1	A/duck/Thailand/CU-10530C/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1690
JX307206.1	A/duck/Thailand/CU-10530T/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1689
JX307204.1	A/duck/Thailand/CU-10531T/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1693
JX307180.1	A/duck/Thailand/CU-10534C/2011	H7N4	2011-01-18	Anas platyrhynchos	8839	avian	Anseriformes	Thailand: village	Asia		1689
KX297753.1	A/environment/Korea/W410/2011	H7N9	2011-02-05					South Korea	Asia		1683
KU684462.1	A/mallard/Askania-Nova/39-15-02/2011	H7N7	2011-02-15	Anas platyrhynchos	8839	avian	Anseriformes	Ukraine	Europe		1693
MN638844.1	A/mallard/Ukraine/AN-23-15-02/2011	H7N3	2011-02-15	Anas platyrhynchos	8839	avian	Anseriformes	Ukraine	Europe		1683
KX979524.1	A/mallard duck/Netherlands/1/2011	H7N7	2011-02-23	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KC609783.1	A/wild duck/Korea/CSM42-34/2011	H7N9	2011-03	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1692
KC609778.1	A/wild duck/Korea/MHC35-25/2011	H7N9	2011-03	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KC609779.1	A/wild duck/Korea/MHC39-13/2011(H7N9)	H7N9	2011-03	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KC609780.1	A/wild duck/Korea/MHC39-26/2011(H7N9)	H7N9	2011-03	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KC609781.1	A/wild duck/Korea/SH41-33/2011	H7N7	2011-03	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1697
KY676323.1	A/chicken/Netherlands/11004875/2011	H7N1	2011-03-24	Gallus gallus	9031	avian	Galliformes	Netherlands	Europe		1686
JX899805.1	A/goose/Nebraska/17097-4/2011	H7N9	2011-04-05	Anatidae	8830	avian	Anseriformes	USA: NE	North America		1683
JX899803.1	A/guinea fowl/Nebraska/17096-1/2011	H7N9	2011-04-05	Numididae	8990	avian	Galliformes	USA: NE	North America		1683
JN966905.1	A/swan/Czech Republic/5416/2011	H7N7	2011-04-06	Cygnus olor	8869	avian	Anseriformes	Czech Republic: Porici nad Sazavou, Svarov Pond	Europe		1698
KF715106.1	A/guinea fowl/Nebraska/17096/2011	H7N9	2011-04-10	Numididae	8990	avian	Galliformes	USA: NE	North America		1683
KF715114.1	A/goose/Nebraska/17097/2011	H7N9	2011-04-12	Anatidae	8830	avian	Anseriformes	USA: NE	North America		1683
KY676325.1	A/chicken/Netherlands/11008327/2011	H7N7	2011-05-12	Gallus gallus	9031	avian	Galliformes	Netherlands	Europe		1686
MK724046.1	A/ruddy turnstone/Delaware Bay/115/2011	H7N3	2011-05-23	Arenaria interpres	54971	avian	Charadriiformes	USA	North America		1683
MH501585.1	A/ruddy turnstone/New Jersey/AI11-1950/2011	H7N3	2011-05-23	Arenaria interpres	54971	avian	Charadriiformes	USA: New Jersey	North America		1706
