accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
CY076397.1	A/northern shoveler/California/44287-179/2007	H7N6	2007-01-24	Spatula clypeata	75838	avian	Anseriformes	USA: Colusa County, California	North America	Egg 2 passage(s)	1706
CY076005.1	A/American green-winged teal/California/28228/2007	H7N6	2007-01-27	Anas carolinensis	75836	avian	Anseriformes	USA: Colusa County, California	North America	Egg 2 passage(s)	1706
CY076413.1	A/American green-winged teal/California/44287-305/2007	H7N6	2007-01-27	Anas carolinensis	75836	avian	Anseriformes	USA: Colusa County, California	North America	Egg 2 passage(s)	1706
CY076421.1	A/northern shoveler/California/28327/2007	H7N3	2007-01-27	Spatula clypeata	75838	avian	Anseriformes	USA: Colusa County, California	North America	Egg 2 passage(s)	1706
CY076429.1	A/northern shoveler/California/44287-364/2007	H7N3	2007-01-27	Spatula clypeata	75838	avian	Anseriformes	USA: Colusa County, California	North America	Egg 1 passage(s)	1706
KF573723.1	A/green-winged teal/TX/1254/2007	H7N3	2007-01-28	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1683
CY047011.2	A/American green-winged teal/California/28855/2007	H7N3	2007-02-03	Anas carolinensis	75836	avian	Anseriformes	USA: Colusa County, California	North America	Egg 1 passage(s)	1704
CY045375.2	A/American green-winged teal/California/44287-713/2007	H7N3	2007-02-03	Anas carolinensis	75836	avian	Anseriformes	USA: Colusa County, California	North America	Egg 2 passage(s)	1706
CY076872.1	A/northern shoveler/California/JN1447/2007	H7N2	2007-02-03	Spatula clypeata	75838	avian	Anseriformes	USA: Gridley, CA	North America	egg 2 passage(s)	1706
FJ750852.1	A/duck/Korea/BC10/2007	H7N3	2007-03	Anatidae	8830	avian	Anseriformes	South Korea	Asia		1707
GQ240813.1	A/mute swan/Hungary/5973/2007	H7N7	2007-04	Cygnus olor	8869	avian	Anseriformes	Hungary: Keszthely	Europe		1683
MH598262.1	A/ruddy turnstone/New Jersey/AI07-371/2007	H7N3	2007-05-16	Arenaria interpres	54971	avian	Charadriiformes	USA: New Jersey	North America		1706
CY036783.1	A/ruddy turnstone/Delaware Bay/121/2007	H7N3	2007-05-22	Arenaria interpres	54971	avian	Charadriiformes	USA: Delaware Bay, NJ	North America	egg 1 passage(s)	1695
CY036791.1	A/ruddy turnstone/Delaware Bay/123/2007	H7N3	2007-05-22	Arenaria interpres	54971	avian	Charadriiformes	USA: Delaware Bay, NJ	North America	egg 1 passage(s)	1692
CY103178.1	A/ruddy turnstone/Delaware Bay/124/2007	H7N3	2007-05-22	Arenaria interpres	54971	avian	Charadriiformes	USA: New Jersey	North America	E2 passage(s)	1706
CY129326.1	A/American black duck/New Brunswick/04388/2007	H7N3	2007-08-16	Anas rubripes	75857	avian	Anseriformes	Canada: New Brunswick	North America	Egg passage(s)	1706
CY128860.1	A/mallard/Nova Scotia/02286/2007	H7N4	2007-08-21	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Nova Scotia	North America	Egg passage(s)	1706
MK592501.1	A/duck/Hokkaido/59/2007	H7N7	2007-08-26	Anas platyrhynchos	8839	avian	Anseriformes	Japan: Hokkaido	Asia		1709
KF445402.1	A/mallard/MN/AI07-3022/2007	H7N3	2007-09-11	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
CY185921.1	A/mallard/Minnesota/AI07-3433/2007	H7N3	2007-09-12	Anas platyrhynchos	8839	avian	Anseriformes	USA: Thief Lake, Marshall County, MN	North America	E2 passage(s)	1706
KF445404.1	A/mallard/MN/AI07-4315/2007	H7N3	2007-09-14	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
CY129334.1	A/American black duck/New Brunswick/02490/2007	H7N3	2007-09-17	Anas rubripes	75857	avian	Anseriformes	Canada: New Brunswick	North America	Egg passage(s)	1706
CY128714.1	A/American black duck/New Brunswick/02493/2007	H7N3	2007-09-17	Anas rubripes	75857	avian	Anseriformes	Canada: New Brunswick	North America	Egg passage(s)	1706
KF573725.1	A/blue-winged teal/TX 565/2007	H7N7	2007-09-22	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
KF573724.1	A/blue-winged teal/TX/470/2007	H7N1	2007-09-22	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
KF573726.1	A/blue-winged teal/TX/854/2007	H7N7	2007-09-29	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
MK414724.1	A/Eurasian Wigeon/Netherlands/5/2007	H7N7	2007-10-22	Mareca penelope	8838	avian	Anseriformes	Netherlands	Europe		1732
KC609766.1	A/mallard/Korea/GJ62/2007	H7N2	2007-11	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KC609765.1	A/mallard/Korea/GJ63/2007	H7N8	2007-11	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1692
KF573728.1	A/blue-winged teal/TX/1081/2007	H7N7	2007-11-03	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
KF573729.1	A/blue-winged teal/TX/1199/2007	H7N4	2007-11-03	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
KF573731.1	A/blue-winged teal/TX/1251/2007	H7N7	2007-11-03	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
KU289762.1	A/American green winged teal/Colorado/A00551331/2007	H7N3	2007-11-10	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1703
KF573732.1	A/blue-winged teal/TX/1581/2007	H7N7	2007-11-10	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
CY039580.1	A/northern shoveler/California/HKWF1026/2007(H7N3)	H7N3	2007-12-02	Spatula clypeata	75838	avian	Anseriformes	USA	North America	Embryonated Chicken Eggs passage(s)	1731
CY094373.1	A/northern shoveler/California/HKWF1372C/2007	H7N3	2007-12-12	Spatula clypeata	75838	avian	Anseriformes	USA: California	North America		1706
KU290283.1	A/northern shoveler/Utah/A00374996/2007	H7N3	2007-12-15	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1731
CY033380.1	A/mallard/California/HKWF1971/2007(H7N7)	H7N7	2007-12-23	Anas platyrhynchos	8839	avian	Anseriformes	USA: Sacramento Natl. Wildlife Refuge, Glenn County	North America	Embryonated Chicken Eggs passage(s)	1731
KX297751.1	A/environment/Korea/W266/2007	H7N4	2007-12-29					South Korea	Asia		1683
KX297752.1	A/environment/Korea/W267/2007	H7N4	2007-12-29					South Korea	Asia		1683
PQ064118.1	A/chicken/England/1158-11406-1/2008	H7N7	2008	Gallus gallus	9031	avian	Galliformes	United Kingdom: England	Europe		1718
KF258959.1	A/duck/Fujian/5408/2008	H7N7	2008	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258993.1	A/duck/Fujian/5448/2008	H7N7	2008	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258960.1	A/duck/Fujian/5476/2008	H7N7	2008	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258961.1	A/duck/Fujian/5728/2008	H7N7	2008	Anatidae	8830	avian	Anseriformes	China	Asia		1683
AB558264.1	A/duck/Tsukuba/922/2008	H7N7	2008	Anas platyrhynchos	8839	avian	Anseriformes	Japan:Ibaraki, Kasumigaura Lake	Asia		1683
AB517635.1	A/northern pintail/Akita/1367/2008	H7N7	2008	Anas acuta	28680	avian	Anseriformes	Japan:Akita, Jumonji	Asia		1683
AB517637.1	A/northern pintail/Akita/1368/2008	H7N7	2008	Anas acuta	28680	avian	Anseriformes	Japan:Akita, Jumonji	Asia		1683
AB517639.1	A/northern pintail/Akita/1369/2008	H7N7	2008	Anas acuta	28680	avian	Anseriformes	Japan:Akita, Jumonji	Asia		1683
AB517641.1	A/northern pintail/Akita/1370/2008	H7N7	2008	Anas acuta	28680	avian	Anseriformes	Japan:Akita, Jumonji	Asia		1683
AB517632.1	A/northern pintail/Aomori/1001/2008	H7N7	2008	Anas acuta	28680	avian	Anseriformes	Japan:Aomori	Asia		1683
AB516422.1	A/northern pintail/Aomori/372/2008	H7N7	2008	Anas acuta	28680	avian	Anseriformes	Japan:Aomori	Asia		1683
AB516424.1	A/northern pintail/Miyagi/674/2008	H7N7	2008	Anas acuta	28680	avian	Anseriformes	Japan:Miyagi	Asia		1683
KC609767.1	A/mallard/Korea/NHG187/2008	H7N7	2008-01	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1698
KF573734.1	A/blue-winged teal/TX/2301/2008	H7N3	2008-01-12	Spatula discors	75842	avian	Anseriformes	USA	North America		1683
KF573733.1	A/green-winged teal/TX/2265/2008	H7N3	2008-01-12	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1683
CY039596.1	A/northern shoveler/California/HKWF2031/2008(H7N3)	H7N3	2008-01-23	Spatula clypeata	75838	avian	Anseriformes	USA	North America	Embryonated Chicken Eggs passage(s)	1731
HQ244407.1	A/Anas crecca/Spain/1460/2008	H7N9	2008-01-26	Anas crecca	75839	avian	Anseriformes	Spain	Europe		1698
FN386467.1	A/Anas crecca/Spain/1460/2008	H7N9	2008-01-26	Anas crecca	75839	avian	Anseriformes		Europe		1683
CY039540.1	A/green winged teal/California/AKS1370/2008(H7N3)	H7N3	2008-01-27	Anas carolinensis	75836	avian	Anseriformes	USA	North America	Embryonated Chicken Eggs passage(s)	1731
CY067670.1	A/blue-winged teal/Guatemala/CIP049-01/2008	H7N9	2008-02-07	Spatula discors	75842	avian	Anseriformes	Guatemala: Santa Rosa	North America	1 passage(s)	1731
MF575270.1	A/mallard duck/Netherlands/86/2008	H7N1	2008-02-23	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
GQ401157.1	A/duck/Denmark/53-147-8/2008	H7N1	2008-04-25	Anatidae	8830	avian	Anseriformes	Denmark	Europe		1683
KU289975.1	A/domestic duck/West Virginia/A00140912/2008	H7N3	2008-07-09	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KU289983.1	A/domestic duck/West Virginia/A00140913/2008	H7N3	2008-07-09	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KU289991.1	A/domestic duck/West Virginia/A00140915/2008	H7N3	2008-07-09	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KU290156.1	A/mute swan/Rhode Island/A00325105/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290164.1	A/mute swan/Rhode Island/A00325108/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290172.1	A/mute swan/Rhode Island/A00325112/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290180.1	A/mute swan/Rhode Island/A00325114/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290188.1	A/mute swan/Rhode Island/A00325115/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290196.1	A/mute swan/Rhode Island/A00325117/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290204.1	A/mute swan/Rhode Island/A00325125/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290212.1	A/mute swan/Rhode Island/A00325129/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
KU290220.1	A/mute swan/Rhode Island/A00325136/2008	H7N3	2008-08-06	Cygnus olor	8869	avian	Anseriformes	USA	North America		1706
CY080207.1	A/northern pintail/Interior Alaska/8MP0262R2/2008	H7N3	2008-08-08	Anas acuta	28680	avian	Anseriformes	USA: Minto Flats, Interior Alaska	North America	E3 passage(s)	1706
GU228596.1	A/garganey/Crimea/2027/2008	H7N8	2008-08-30	Spatula querquedula	75856	avian	Anseriformes	Ukraine	Europe		1705
KF445400.1	A/mallard/MN/AI08-3940/2008	H7N3	2008-09-04	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KU290148.1	A/mallard/Wisconsin/A00465618/2008	H7N3	2008-09-05	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1731
KU289919.1	A/blue winged teal/Missouri/A00624483/2008	H7N3	2008-09-08	Spatula discors	75842	avian	Anseriformes	USA	North America		1731
KU289927.1	A/blue winged teal/Missouri/A00624484/2008	H7N3	2008-09-08	Spatula discors	75842	avian	Anseriformes	USA	North America		1718
CY185929.1	A/mallard/Minnesota/AI08-5469/2008	H7N3	2008-09-25	Anas platyrhynchos	8839	avian	Anseriformes	USA: Agassiz National Wildlife Refuge, Marshall County, MN	North America	E2 passage(s)	1706
KX978337.1	A/mallard duck/Netherlands/60/2008	H7N1	2008-10-15	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
MF575254.1	A/mallard duck/Netherlands/61/2008	H7N1	2008-10-15	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KU290039.1	A/mallard/Iowa/A00558620/2008	H7N3	2008-10-18	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
CY079484.1	A/environment/Indiana/08OS2857/2008	H7N3	2008-11-03					USA: Indiana	North America	E1 passage(s)	1706
CY079500.1	A/environment/Indiana/08OS2885/2008	H7N3	2008-11-03					USA: Indiana	North America	E1 passage(s)	1706
KF573735.1	A/northern shoveler/TX/281/2008	H7N2	2008-11-08	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1683
KU289770.1	A/American green winged teal/Colorado/A00660616/2008	H7N3	2008-11-09	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU290140.1	A/mallard/South Dakota/A00649542/2008	H7N3	2008-11-19	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1701
KU290079.1	A/mallard/New Jersey/A00122457/2008	H7N8	2008-11-22	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KU290047.1	A/mallard/Kansas/A00523306/2008	H7N3	2008-11-25	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KU290031.1	A/mallard/Indiana/A00142205/2008	H7N3	2008-11-26	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KC609768.1	A/bean goose/Korea/SH20-17/2008	H7N3	2008-12	Anser fabalis	132587	avian	Anseriformes	South Korea	Asia		1698
KU290259.1	A/northern shoveler/Nevada/A00505416/2008	H7N6	2008-12-06	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1706
KU289887.1	A/American green winged teal/Wyoming/A00230796/2008	H7N3	2008-12-07	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1683
KU289967.1	A/bufflehead/Virginia/A00120022/2008	H7N2	2008-12-09	Bucephala albeola	279934	avian	Anseriformes	USA	North America		1706
CY094461.1	A/green-winged teal/California/11275/2008	H7N3	2008-12-13	Anas carolinensis	75836	avian	Anseriformes	USA: California	North America		1706
KX979315.1	A/mallard duck/Netherlands/82/2008	H7N7	2008-12-17	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KU290275.1	A/northern shoveler/Oregon/A00654616/2008	H7N3	2008-12-22	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1731
KX978000.1	A/bewicks swan/Netherlands/7/2008	H7N1	2008-12-24	Cygnus bewickii	541010	avian	Anseriformes	Netherlands	Europe		1732
KU290251.1	A/northern shoveler/Mississippi/A00682947/2008	H7N7	2008-12-27	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1706
KX978318.1	A/Eurasian wigeon/Netherlands/2/2008	H7N4	2008-12-29	Mareca penelope	8838	avian	Anseriformes	Netherlands	Europe		1732
KX977881.1	A/mallard duck/Netherlands/77/2008	H7N1	2008-12-29	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
MF575269.1	A/mallard duck/Netherlands/78/2008	H7N1	2008-12-29	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KX130819.1	A/pika/Menyuan/01/2008	H7N2	2008-12-29	Ochotonidae	9976	non-human mammal	Lagomorpha	China	Asia		1683
KP636486.1	A/Anas platyrhynchos/Spain/1877/2009	H7N2	2009	Anas platyrhynchos	8839	avian	Anseriformes	Spain	Europe		1683
PQ208038.1	A/chicken/Estado-de-Mexico/09-06/2009	H7N3	2009	Gallus gallus	9031	avian	Galliformes	Mexico: Estado-de-Mexico	North America		1755
AB558265.1	A/duck/Chiba/20/2009	H7N7	2009	Anas platyrhynchos	8839	avian	Anseriformes	Japan:Chiba	Asia		1683
KF258970.1	A/duck/Jiangxi/13291/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258986.1	A/duck/Jiangxi/22330/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258975.1	A/duck/Jiangxi/23005/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258976.1	A/duck/Jiangxi/23008/2009	H7N7	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258977.1	A/duck/Jiangxi/25134/2009	H7N6	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258978.1	A/duck/Jiangxi/25186/2009	H7N6	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258951.1	A/duck/Jiangxi/3096/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258952.1	A/duck/Jiangxi/3141/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258987.1	A/duck/Jiangxi/3152/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258953.1	A/duck/Jiangxi/3169/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258954.1	A/duck/Jiangxi/3190/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258955.1	A/duck/Jiangxi/3214/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258956.1	A/duck/Jiangxi/3230/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258985.1	A/duck/Jiangxi/3283/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258957.1	A/duck/Jiangxi/3286/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258992.1	A/duck/Jiangxi/3292/2009	H7N9	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258964.1	A/duck/Jiangxi/7016/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258965.1	A/duck/Jiangxi/7713/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258967.1	A/duck/Jiangxi/8032/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258990.1	A/duck/Jiangxi/9631/2009	H7N8	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258968.1	A/duck/Jiangxi/9711/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258969.1	A/duck/Jiangxi/9742/2009	H7N3	2009	Anatidae	8830	avian	Anseriformes	China	Asia		1683
KF258972.1	A/wild duck/Jiangxi/19615/2009	H7N8	2009	Anas platyrhynchos	8839	avian	Anseriformes	China	Asia		1683
KF258973.1	A/wild duck/Jiangxi/19831/2009	H7N7	2009	Anas platyrhynchos	8839	avian	Anseriformes	China	Asia		1683
KU289879.1	A/American green winged teal/Utah/A00833077/2009	H7N3	2009-01-02	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289746.1	A/American green winged teal/Arizona/A00115994/2009	H7N3	2009-01-03	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289754.1	A/American green winged teal/Arizona/A00115995/2009	H7N3	2009-01-03	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289871.1	A/American green winged teal/Utah/A00831743/2009	H7N3	2009-01-03	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU290316.1	A/northern shoveler/Utah/A00831758/2009	H7N3	2009-01-08	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1706
KU289866.1	A/American green winged teal/Utah/A00654391/2009	H7N3	2009-01-09	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
CY079308.1	A/American green-winged teal/Mississippi/09OS046/2009	H7N7	2009-01-09	Anas carolinensis	75836	avian	Anseriformes	USA: Mississippi	North America	E1 passage(s)	1706
KX978114.1	A/mallard duck/Netherlands/2/2009	H7N7	2009-01-09	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KU289834.1	A/American green winged teal/Utah/A00461135/2009	H7N1	2009-01-15	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289842.1	A/American green winged teal/Utah/A00461136/2009	H7N1	2009-01-15	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289858.1	A/American green winged teal/Utah/A00614935/2009	H7N3	2009-01-15	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
MF575189.1	A/mallard duck/Netherlands/3/2009	H7N7	2009-01-15	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KU290108.1	A/mallard/Oklahoma/A00449368/2009	H7N3	2009-01-15	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KU290116.1	A/mallard/Oklahoma/A00449455/2009	H7N3	2009-01-15	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1706
KU290288.1	A/northern shoveler/Utah/A00461133/2009	H7N4	2009-01-15	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1706
KU290301.1	A/northern shoveler/Utah/A00468752/2009	H7N3	2009-01-15	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1706
MF575306.1	A/mallard duck/Netherlands/4/2009	H7N7	2009-01-17	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KU290228.1	A/northern pintail/Texas/A00466052/2009	H7N3	2009-01-18	Anas acuta	28680	avian	Anseriformes	USA	North America		1706
HQ283357.1	A/swan/Slovenia/53/2009	H7N7	2009-01-20	Cygnus olor	8869	avian	Anseriformes	Slovenia: northeast	Europe		1698
KX979368.1	A/bean goose/Netherlands/1/2009	H7N1	2009-01-21	Anser fabalis	132587	avian	Anseriformes	Netherlands	Europe		1732
KX978247.1	A/bean goose/Netherlands/2/2009	H7N1	2009-01-21	Anser fabalis	132587	avian	Anseriformes	Netherlands	Europe		1732
KU289903.1	A/blue winged teal/Louisiana/A00637297/2009	H7N3	2009-01-22	Spatula discors	75842	avian	Anseriformes	USA	North America		1706
KU289778.1	A/American green winged teal/Mississippi/A00468514/2009	H7N7	2009-01-24	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289794.1	A/American green winged teal/Texas/A00586649/2009	H7N3	2009-01-24	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289959.1	A/blue winged teal/Texas/A00676566/2009	H7N3	2009-01-24	Spatula discors	75842	avian	Anseriformes	USA	North America		1706
KU290007.1	A/mallard/Delaware/A00456271/2009	H7N3	2009-01-24	Anas platyrhynchos	8839	avian	Anseriformes	USA	North America		1683
KU290244.1	A/northern shoveler/Mississippi/A00630207/2009	H7N6	2009-01-24	Spatula clypeata	75838	avian	Anseriformes	USA	North America		1706
AB538456.1	A/quail/Aichi/1/2009	H7N6	2009-02	Galliformes	8976	avian	Galliformes	Japan	Asia		1683
KC609770.1	A/wild duck/Korea/CSM27-12/2009	H7N6	2009-02	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1690
MF575038.1	A/mallard duck/Netherlands/6/2009	H7N7	2009-02-02	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KX977692.1	A/mallard duck/Netherlands/7/2009	H7N7	2009-02-02	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1732
KU289802.1	A/American green winged teal/Texas/A00604024/2009	H7N3	2009-02-03	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289810.1	A/American green winged teal/Texas/A00604029/2009	H7N3	2009-02-03	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289818.1	A/American green winged teal/Texas/A00604032/2009	H7N3	2009-02-03	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
KU289826.1	A/American green winged teal/Texas/A00604814/2009	H7N3	2009-02-03	Anas carolinensis	75836	avian	Anseriformes	USA	North America		1706
GU060482.1	A/goose/Czech Republic/1848-K9/2009(H7N9)	H7N9	2009-02-04	Anatidae	8830	avian	Anseriformes	Czech Republic: Hodonin, Pisecny pond	Europe		1700
AB538457.1	A/quail/Aichi/2/2009	H7N6	2009-03	Galliformes	8976	avian	Galliformes	Japan	Asia		1683
AB538458.1	A/quail/Aichi/3/2009	H7N6	2009-03	Galliformes	8976	avian	Galliformes	Japan	Asia		1683
AB538461.1	A/quail/Aichi/6/2009	H7N6	2009-03	Galliformes	8976	avian	Galliformes	Japan	Asia		1683
KU646960.1	A/Tadorna tadorna/Belgium/3441-P3/2009	H7N1	2009-03-25	Tadorna tadorna	75865	avian	Anseriformes	Belgium	Europe		1732
KX130820.1	A/pika/Maduo/01/2009	H7N2	2009-04-15	Ochotonidae	9976	non-human mammal	Lagomorpha	China	Asia		1683
KJ522761.1	A/duck/Zhejiang/1208/2009	H7N3	2009-04-17	Anatidae	8830	avian	Anseriformes	China	Asia		1683
MK071348.1	A/cinnamon teal/Argentina/CIP051-1588/2009	H7N9	2009-05	Spatula cyanoptera	75840	avian	Anseriformes	Argentina	South America		1683
CY125365.1	A/black scoter/New Brunswick/00010/2009	H7N6	2009-05-02	Melanitta americana	1581554	avian	Anseriformes	Canada: New Brunswick	North America	Egg passage(s)	1706
KU289911.1	A/blue winged teal/Minnesota/A00137660/2009	H7N3	2009-07-27	Spatula discors	75842	avian	Anseriformes	USA	North America		1706
CY203910.1	A/mallard/Maryland/09OS1128/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203918.1	A/mallard/Maryland/09OS1129/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203926.1	A/mallard/Maryland/09OS1133/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203942.1	A/mallard/Maryland/09OS1135/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203950.1	A/mallard/Maryland/09OS1140/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203958.1	A/mallard/Maryland/09OS1141/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203966.1	A/mallard/Maryland/09OS1142/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203982.1	A/mallard/Maryland/09OS1145/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY203999.1	A/mallard/Maryland/09OS1148/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: MD	North America	egg 1 passage(s)	1706
CY204890.1	A/mallard/Maryland/09OS1151/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Maryland	North America	Egg1 passage(s)	1706
CY204931.1	A/mallard/Maryland/09OS1174/2009	H7N3	2009-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Maryland	North America	Egg1 passage(s)	1706
KF715076.1	A/turkey/Minnesota/14135-2/2009	H7N9	2009-08-07	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1683
